Date,USGG10YR Index  (L3),CWB US Equity  (R1),SPX Index  (R1),I10529 Index  (R1),VIX Index  (R1)
01-06-2021,1.6062,77.7758,4202.04,214.4464,17.9
02-06-2021,1.5875,77.8774,4208.1201,214.5599,17.48
03-06-2021,1.625,77.1111,4192.8501,214.2011,18.04
04-06-2021,1.5534,77.6373,4229.8901,214.5779,16.42
07-06-2021,1.5687,77.8497,4226.52,214.5746,16.42
08-06-2021,1.5331,78.1267,4227.2598,214.7203,17.07
09-06-2021,1.4908,77.7851,4219.5498,214.889,17.89
10-06-2021,1.4318,78.4129,4239.1802,215.0868,16.1
11-06-2021,1.4518,78.7822,4247.4399,214.9884,15.65
14-06-2021,1.494,78.8191,4255.1499,214.7848,16.39
15-06-2021,1.4922,78.3667,4246.5898,214.8533,17.02
16-06-2021,1.5754,78.219,4223.7002,214.1966,18.15
17-06-2021,1.504,78.6252,4221.8599,214.219,17.75
18-06-2021,1.4381,78.3021,4166.4502,214.1437,20.7
21-06-2021,1.4886,78.9207,4224.79,214.1356,17.89
22-06-2021,1.4632,79.2438,4246.4399,214.4117,16.66
23-06-2021,1.4852,79.4654,4241.8398,214.2428,16.32
24-06-2021,1.4919,80.2686,4266.4902,214.2244,15.97
25-06-2021,1.5241,80.3794,4280.7002,214.1549,15.62
28-06-2021,1.4765,80.4164,4290.6099,214.3328,15.76
29-06-2021,1.4697,80.481,4291.7998,214.4274,16.02
30-06-2021,1.468,80.0748,4297.5,214.5061,15.83
01-07-2021,1.4578,80.271,4319.9399,214.3977,15.48
02-07-2021,1.4238,80.2895,4352.3398,214.6479,15.07
05-07-2021,1.4238,80.2895,4352.3398,214.6479,15.07
06-07-2021,1.3481,80.1694,4343.54,215.0675,16.44
07-07-2021,1.3163,79.6518,4358.1299,215.1531,16.2
08-07-2021,1.2928,79.0325,4320.8198,215.2942,19
09-07-2021,1.3595,79.8089,4369.5498,215.0349,16.18
12-07-2021,1.3645,79.698,4384.6299,214.997,16.17
13-07-2021,1.4166,79.3653,4369.21,214.7046,17.12
14-07-2021,1.3459,78.5427,4374.2998,214.9952,16.33
15-07-2021,1.2989,78.2007,4360.0298,215.0448,17.01
16-07-2021,1.2903,77.7848,4327.1602,214.9891,18.45
19-07-2021,1.1888,77.3689,4258.4902,215.3518,22.5
20-07-2021,1.2218,78.5427,4323.0601,215.5076,19.73
21-07-2021,1.2884,79.4762,4358.6899,215.263,17.91
22-07-2021,1.2783,79.1804,4367.48,215.4372,17.69
23-07-2021,1.2763,79.735,4411.79,215.4115,17.2
26-07-2021,1.2896,79.5409,4422.2998,215.3852,17.58
27-07-2021,1.2411,78.7738,4401.46,215.5453,19.36
28-07-2021,1.2327,79.5779,4400.6401,215.6404,18.31
29-07-2021,1.2693,79.5686,4419.1499,215.5176,17.7
30-07-2021,1.2223,79.2174,4395.2598,215.6909,18.24
31-07-2021,1.2223,79.2174,4395.2598,215.6909,18.24
02-08-2021,1.1773,79.5532,4387.1602,215.9598,19.46
03-08-2021,1.1722,79.4699,4423.1499,215.969,18.04
04-08-2021,1.182,79.3497,4402.6602,215.8085,17.97
05-08-2021,1.2235,80.108,4429.1001,215.4517,17.28
06-08-2021,1.2969,79.7104,4436.52,215.0848,16.15
09-08-2021,1.3237,79.7289,4432.3501,214.8666,16.72
10-08-2021,1.349,79.5809,4436.75,214.6768,16.79
11-08-2021,1.3303,79.5809,4447.7002,214.7857,16.06
12-08-2021,1.359,79.5624,4460.8301,214.7058,15.59
13-08-2021,1.2767,79.1925,4468,215.0114,15.45
16-08-2021,1.265,78.6932,4479.71,215.2187,16.12
17-08-2021,1.2617,78.1476,4448.0801,215.0787,17.91
18-08-2021,1.2583,77.9904,4400.27,215.0003,21.57
19-08-2021,1.2433,77.6205,4405.7998,214.9898,21.67
20-08-2021,1.255,78.2401,4441.6699,214.9287,18.56
23-08-2021,1.2517,79.0538,4479.5298,215.0716,17.15
24-08-2021,1.2935,79.8583,4486.23,214.9589,17.22
25-08-2021,1.339,80.256,4496.1899,214.8564,16.79
26-08-2021,1.3491,79.9138,4470,214.8258,18.84
27-08-2021,1.307,80.7276,4509.3701,215.144,16.39
30-08-2021,1.2785,80.6998,4528.79,215.4138,16.19
31-08-2021,1.3088,80.8015,4522.6802,215.4117,16.48
01-09-2021,1.2936,81.3329,4524.0898,215.4214,16.11
02-09-2021,1.2835,81.6015,4536.9502,215.4642,16.41
03-09-2021,1.3223,82.1201,4535.4302,215.4409,16.41
06-09-2021,1.3223,82.1201,4535.4302,215.4409,16.41
07-09-2021,1.3732,81.7219,4520.0298,215.2129,18.14
08-09-2021,1.3376,81.2588,4514.0698,215.3216,17.96
09-09-2021,1.2971,81.1477,4493.2798,215.5141,18.8
10-09-2021,1.3411,80.6568,4458.5801,215.4072,20.95
13-09-2021,1.3259,80.6754,4468.73,215.5162,19.37
14-09-2021,1.2836,80.3327,4443.0498,215.6781,19.46
15-09-2021,1.2988,80.7402,4480.7002,215.6072,18.18
16-09-2021,1.3378,80.9347,4473.75,215.3529,18.69
17-09-2021,1.3616,81.018,4432.9902,215.216,20.81
20-09-2021,1.3107,79.8882,4357.73,215.4325,25.71
21-09-2021,1.3226,80.0363,4354.1899,215.4664,24.36
22-09-2021,1.3006,80.7958,4395.6401,215.3561,20.87
23-09-2021,1.4301,81.4348,4448.98,214.9385,18.63
24-09-2021,1.4509,81.3329,4455.48,214.8669,17.75
27-09-2021,1.4871,81.0643,4443.1099,214.7725,18.76
28-09-2021,1.5374,79.4158,4352.6299,214.599,23.25
29-09-2021,1.5167,79.0361,4359.46,214.7908,22.56
30-09-2021,1.4873,79.0454,4307.54,214.8285,23.14
01-10-2021,1.4616,79.5279,4357.04,215.2507,21.15
04-10-2021,1.4789,78.369,4300.46,215.101,22.96
05-10-2021,1.5258,78.9716,4345.7202,214.9252,21.3
06-10-2021,1.5206,79.2034,4363.5498,214.8093,21
07-10-2021,1.5729,79.8153,4399.7598,214.5595,19.54
08-10-2021,1.6118,79.4352,4391.3398,214.3358,18.77
11-10-2021,1.6118,78.9902,4361.1899,214.3358,20
12-10-2021,1.5769,79.5557,4350.6499,214.1883,19.85
13-10-2021,1.5368,80.1213,4363.7998,214.1499,18.64
14-10-2021,1.5107,80.8537,4438.2598,214.3608,16.86
15-10-2021,1.5703,80.9649,4471.3701,213.9585,16.3
18-10-2021,1.6002,81.1596,4486.46,213.6636,16.31
19-10-2021,1.6372,81.4934,4519.6299,213.68,15.7
20-10-2021,1.6567,81.7252,4536.1899,213.7061,15.49
21-10-2021,1.7011,82.0868,4549.7798,213.224,15.01
22-10-2021,1.6324,81.4378,4544.8999,213.2636,15.43
25-10-2021,1.6307,81.5768,4566.48,213.5303,15.24
26-10-2021,1.6079,81.3543,4574.79,213.5244,15.98
27-10-2021,1.5413,80.6219,4551.6802,213.7433,16.98
28-10-2021,1.58,81.5212,4596.4199,213.4933,16.53
29-10-2021,1.5521,81.5676,4605.3799,213.4525,16.26
31-10-2021,1.5521,81.5676,4605.3799,213.4525,16.26
01-11-2021,1.5557,82.3885,4613.6699,213.3921,16.41
02-11-2021,1.5488,82.1103,4630.6499,213.7249,16.03
03-11-2021,1.6034,82.101,4660.5698,213.6059,15.1
04-11-2021,1.5262,82.3421,4680.0601,214.1073,15.44
05-11-2021,1.4513,82.6854,4697.5298,214.4687,16.48
08-11-2021,1.4897,83.0286,4701.7002,214.0528,17.22
09-11-2021,1.4358,82.8709,4685.25,214.3024,17.78
10-11-2021,1.5493,81.7299,4646.71,213.241,18.73
11-11-2021,1.5493,82.0824,4649.27,213.241,17.66
12-11-2021,1.5613,82.4998,4682.8501,213.1359,16.29
15-11-2021,1.6145,82.3143,4682.7998,212.9347,16.49
16-11-2021,1.6335,82.6204,4700.8999,212.794,16.37
17-11-2021,1.5889,81.8691,4688.6699,212.9604,17.11
18-11-2021,1.5855,81.2847,4704.54,212.9995,17.59
19-11-2021,1.5462,80.9415,4697.96,212.9639,17.91
22-11-2021,1.6236,79.8469,4682.9399,212.2944,19.17
23-11-2021,1.6651,79.2347,4690.7002,212.0248,19.38
24-11-2021,1.6341,79.8562,4701.46,211.9434,18.58
25-11-2021,1.6341,79.8562,4701.46,211.9434,18.58
26-11-2021,1.4731,79.1698,4594.6201,212.7322,28.62
29-11-2021,1.4987,79.0863,4655.27,212.7529,22.96
30-11-2021,1.4443,77.8712,4567,212.8368,27.19
01-12-2021,1.4037,76.2626,4513.04,212.867,31.12
02-12-2021,1.4443,76.8758,4577.1001,212.3453,27.95
03-12-2021,1.343,75.8537,4538.4302,212.7863,30.67
06-12-2021,1.4342,76.1232,4591.6699,212.5419,27.18
07-12-2021,1.4733,77.7027,4686.75,212.3713,21.89
08-12-2021,1.5212,78.5854,4701.21,212.2793,19.9
09-12-2021,1.499,77.4054,4667.4502,212.334,21.58
10-12-2021,1.4837,77.4054,4712.02,212.3983,18.69
13-12-2021,1.4156,76.6992,4668.9702,212.6942,20.31
14-12-2021,1.4411,76.0489,4634.0898,212.4766,21.89
15-12-2021,1.4565,76.7736,4709.8501,212.4378,19.29
16-12-2021,1.4106,75.7144,4668.6699,212.9153,20.57
17-12-2021,1.4021,76.1622,4620.6401,212.913,21.57
20-12-2021,1.4225,75.5908,4568.02,212.9393,22.87
21-12-2021,1.4617,77.2675,4649.23,212.7331,21.01
22-12-2021,1.4515,77.5485,4696.5601,212.8141,18.63
23-12-2021,1.4927,77.9981,4725.79,212.7693,17.96
24-12-2021,1.4927,77.9981,4725.79,212.7693,17.96
27-12-2021,1.4756,78.0169,4791.1899,212.8611,17.68
28-12-2021,1.4807,77.5579,4786.3501,212.9787,17.54
29-12-2021,1.5496,77.5017,4793.0601,212.8255,16.95
30-12-2021,1.5083,77.764,4778.73,213.0439,17.33
31-12-2021,1.5101,77.7078,4766.1802,213.0862,17.22
03-01-2022,1.628,77.4268,4796.5601,212.4737,16.6
04-01-2022,1.6473,76.743,4793.54,212.5994,16.91
05-01-2022,1.7052,75.2162,4700.5801,212.1612,19.73
06-01-2022,1.7211,75.2443,4696.0498,211.7151,19.61
07-01-2022,1.762,74.6541,4677.0298,211.5154,18.76
10-01-2022,1.7603,74.9164,4670.29,211.2778,19.4
11-01-2022,1.7357,75.5721,4713.0698,211.4184,18.41
12-01-2022,1.7428,75.6096,4726.3501,211.4534,17.62
13-01-2022,1.7041,74.4762,4659.0298,211.556,20.31
14-01-2022,1.7841,74.2045,4662.8501,210.9639,19.19
17-01-2022,1.7841,74.2045,4662.8501,210.9639,19.19
18-01-2022,1.8735,73.0711,4577.1099,210.1982,22.79
19-01-2022,1.8646,72.4998,4532.7598,210.367,23.85
20-01-2022,1.804,72.5091,4482.73,210.3508,25.59
21-01-2022,1.7581,71.1322,4397.9399,210.5862,28.85
24-01-2022,1.7706,71.1884,4410.1299,210.6472,29.9
25-01-2022,1.7689,70.2236,4356.4502,210.483,31.16
26-01-2022,1.8637,69.8958,4349.9302,209.7889,31.96
27-01-2022,1.7994,69.315,4326.5098,209.5285,30.49
28-01-2022,1.7694,70.055,4431.8501,209.6166,27.66
31-01-2022,1.7767,71.9565,4515.5498,209.7242,24.83
01-02-2022,1.7875,72.4379,4546.54,209.7475,21.96
02-02-2022,1.7751,72.0256,4589.3799,209.9958,22.09
03-02-2022,1.8306,70.854,4477.4399,209.5535,24.35
04-02-2022,1.9085,71.8006,4500.5298,208.6204,23.22
07-02-2022,1.9159,71.7163,4483.8701,208.6991,22.86
08-02-2022,1.9632,72.1568,4521.54,208.4333,21.44
09-02-2022,1.9415,73.5814,4587.1802,208.4597,19.96
10-02-2022,2.0294,73.2065,4504.0801,207.0585,23.91
11-02-2022,1.9371,72.1005,4418.6401,207.9343,27.36
14-02-2022,1.9875,71.6694,4401.6699,207.1823,28.33
15-02-2022,2.0434,72.7847,4471.0698,207.1672,25.7
16-02-2022,2.0382,72.5785,4475.0098,207.2991,24.29
17-02-2022,1.9615,71.3133,4380.2598,207.4677,28.11
18-02-2022,1.9286,70.6666,4348.8701,207.4214,27.75
21-02-2022,1.9286,70.6666,4348.8701,207.4214,27.75
22-02-2022,1.939,69.8418,4304.7598,207.0904,28.81
23-02-2022,1.9912,69.0265,4225.5,206.6496,31.02
24-02-2022,1.9633,70.1324,4288.7002,206.5825,30.32
25-02-2022,1.9617,71.3789,4384.6499,206.6676,27.59
28-02-2022,1.825,71.1352,4373.9399,207.5866,30.15
01-03-2022,1.7275,70.9788,4306.2598,208.4927,33.32
02-03-2022,1.8767,71.4858,4386.54,207.1428,30.74
03-03-2022,1.8405,70.7441,4363.4902,207.2279,30.48
04-03-2022,1.7307,69.7583,4328.8701,207.4622,31.98
07-03-2022,1.7734,68.3875,4201.0898,206.5067,36.45
08-03-2022,1.8456,68.2655,4170.7002,205.3531,35.13
09-03-2022,1.9531,69.5517,4277.8799,205.0185,32.45
10-03-2022,1.9864,69.4391,4259.52,204.4636,30.23
11-03-2022,1.9917,68.3406,4204.3101,204.0865,30.75
14-03-2022,2.133,67.1576,4173.1099,202.8619,31.77
15-03-2022,2.1437,68.0589,4262.4502,202.8261,29.83
16-03-2022,2.1849,69.533,4357.8599,202.9017,26.67
17-03-2022,2.1706,70.284,4411.6699,203.41,25.67
18-03-2022,2.1494,71.3168,4463.1201,203.5907,23.87
21-03-2022,2.2896,70.9882,4461.1802,202.5829,23.53
22-03-2022,2.3825,71.8144,4511.6099,202.3909,22.94
23-03-2022,2.2917,71.298,4456.2402,202.8058,23.57
24-03-2022,2.3718,71.9365,4520.1602,202.4329,21.67
25-03-2022,2.4731,71.8426,4543.0601,201.4748,20.81
28-03-2022,2.4585,72.1618,4575.52,201.5108,19.63
29-03-2022,2.3944,73.0913,4631.6001,202.1979,18.9
30-03-2022,2.3488,72.8284,4602.4502,202.5814,19.33
31-03-2022,2.338,72.2463,4530.4102,202.6223,20.56
01-04-2022,2.3822,72.5973,4545.8599,201.9634,19.63
04-04-2022,2.3951,73.3306,4582.6401,202.424,18.57
05-04-2022,2.5469,72.1178,4525.1201,201.5662,21.03
06-04-2022,2.5975,71.3657,4481.1499,201.3722,22.1
07-04-2022,2.6578,71.2623,4500.21,201.5186,21.55
08-04-2022,2.7,70.8674,4488.2798,200.8723,21.16
11-04-2022,2.7801,70.3786,4412.5298,200.5292,24.37
12-04-2022,2.7213,70.3598,4397.4502,201.1796,24.26
13-04-2022,2.6987,71.3093,4446.5898,201.2811,21.82
14-04-2022,2.8275,70.8392,4392.5898,200.7248,22.7
15-04-2022,2.8275,70.8392,4392.5898,200.7248,22.7
18-04-2022,2.8527,70.294,4391.6899,200.3581,22.17
19-04-2022,2.9361,70.858,4462.21,199.4287,21.37
20-04-2022,2.832,70.294,4459.4502,199.7693,20.32
21-04-2022,2.9095,69.241,4393.6602,198.9653,22.68
22-04-2022,2.8987,68.2163,4271.7798,198.7387,28.21
25-04-2022,2.8198,68.5641,4296.1201,199.3769,27.02
26-04-2022,2.7205,67.2385,4175.2002,200.0327,33.52
27-04-2022,2.8318,66.9941,4183.96,199.6431,31.6
28-04-2022,2.8224,67.7744,4287.5,199.2895,29.99
29-04-2022,2.9336,66.6838,4131.9302,198.6592,33.4
30-04-2022,2.9336,66.6838,4131.9302,198.6592,33.4
02-05-2022,2.9807,66.7305,4155.3799,198.1019,32.34
03-05-2022,2.9712,66.928,4175.48,198.2708,29.25
04-05-2022,2.9344,67.8783,4300.1699,199.1543,25.42
05-05-2022,3.0365,65.9402,4146.8701,198.4247,31.2
06-05-2022,3.1265,64.7642,4123.3398,198.0906,30.19
09-05-2022,3.0338,62.4028,3991.24,198.7282,34.75
10-05-2022,2.9908,62.177,4001.05,198.8115,32.99
11-05-2022,2.9207,61.1139,3935.1799,199.0027,32.56
12-05-2022,2.8479,61.1422,3930.0801,199.2574,31.77
13-05-2022,2.9185,62.7227,4023.8899,198.8736,28.87
16-05-2022,2.8822,62.3746,4008.01,199.1511,27.47
17-05-2022,2.986,63.767,4088.8501,198.2528,26.1
18-05-2022,2.884,62.7791,3923.6799,198.3117,30.96
19-05-2022,2.837,62.6945,3900.79,198.6319,29.35
20-05-2022,2.7811,62.9391,3901.3601,198.8183,29.43
23-05-2022,2.8514,63.259,3973.75,198.4632,28.48
24-05-2022,2.7506,62.0736,3941.48,199.3975,29.45
25-05-2022,2.7452,62.8168,3978.73,200.0188,28.37
26-05-2022,2.7469,63.9645,4057.8401,200.3331,27.5
27-05-2022,2.7378,65.0747,4158.2402,200.3696,25.72
30-05-2022,2.7378,65.0747,4158.2402,200.3696,26.54
31-05-2022,2.8441,64.6607,4132.1499,200.0814,26.19
01-06-2022,2.9058,64.3684,4101.23,199.3874,25.69
02-06-2022,2.9076,65.4146,4176.8198,199.4509,24.72
03-06-2022,2.9332,64.8114,4108.54,199.2355,24.79
06-06-2022,3.0399,64.9622,4121.4302,198.7531,25.07
07-06-2022,2.9736,65.5183,4160.6802,198.9459,24.02
08-06-2022,3.0215,65.245,4115.77,198.6725,23.96
09-06-2022,3.0418,64.293,4017.8201,198.2955,26.09
10-06-2022,3.1555,63.0488,3900.8601,196.7269,27.75
13-06-2022,3.3598,60.4096,3749.6299,194.4692,34.02
14-06-2022,3.4733,60.3059,3735.48,193.7039,32.69
15-06-2022,3.2839,61.4652,3789.99,195.0398,29.62
16-06-2022,3.1952,59.4387,3666.77,195.2007,32.95
17-06-2022,3.2256,59.6272,3674.8401,194.9813,31.13
20-06-2022,3.2256,59.6272,3674.8401,194.9813,31.03
21-06-2022,3.2749,60.5227,3764.79,194.8197,30.19
22-06-2022,3.1561,60.6735,3759.8899,195.424,28.95
23-06-2022,3.087,61.2862,3795.73,195.7764,29.05
24-06-2022,3.1301,62.2664,3911.74,195.6844,27.23
27-06-2022,3.1997,62.3324,3900.1101,195.2522,26.95
28-06-2022,3.1715,61.4935,3821.55,195.1786,28.36
29-06-2022,3.0891,61.3616,3818.8301,195.6594,28.16
30-06-2022,3.0129,60.8526,3785.3799,196.1964,28.71
01-07-2022,2.8803,61.1548,3825.3301,197.2257,26.7
04-07-2022,2.8803,61.1548,3825.3301,197.2257,27.53
05-07-2022,2.8054,61.5229,3831.3899,197.5278,27.54
06-07-2022,2.928,61.2964,3845.0801,196.876,26.73
07-07-2022,2.9945,62.0609,3902.6201,196.7572,26.08
08-07-2022,3.0803,62.2025,3899.3799,196.4931,24.64
11-07-2022,2.9928,61.5324,3854.4299,196.9202,26.17
12-07-2022,2.9687,61.2869,3818.8,197.0676,27.29
13-07-2022,2.9336,61.0604,3801.78,197.0296,26.82
14-07-2022,2.9595,61.1076,3790.3799,196.4579,26.4
15-07-2022,2.9152,61.4757,3863.1599,196.9412,24.23
18-07-2022,2.9855,61.6362,3830.8501,196.9401,25.3
19-07-2022,3.0209,62.5329,3936.6899,196.6145,24.5
20-07-2022,3.0265,63.2314,3959.8999,196.5902,23.88
21-07-2022,2.8747,63.4579,3998.95,197.8163,23.11
22-07-2022,2.7504,62.9954,3961.6299,198.9111,23.03
25-07-2022,2.7959,62.9104,3966.8401,198.6736,23.36
26-07-2022,2.8068,62.212,3921.05,198.4957,24.69
27-07-2022,2.7849,63.1842,4023.6101,199.1041,23.24
28-07-2022,2.6759,63.8071,4072.4299,200.2372,22.33
29-07-2022,2.6487,64.1564,4130.29,200.5785,21.33
31-07-2022,2.6487,64.1564,4130.29,200.5785,21.33
01-08-2022,2.5732,64.0231,4118.6299,200.8247,22.84
02-08-2022,2.7483,64.2781,4091.1899,199.4759,23.93
03-08-2022,2.7046,65.2227,4155.1699,199.8601,21.95
04-08-2022,2.6883,65.2416,4151.9399,200.5236,21.44
05-08-2022,2.8268,65.2699,4145.1899,199.1204,21.15
08-08-2022,2.7572,65.695,4140.0601,199.5731,21.29
09-08-2022,2.7773,65.1377,4122.4702,199.1636,21.77
10-08-2022,2.7809,66.0633,4210.2402,199.7891,19.74
11-08-2022,2.8876,66.2145,4207.27,199.6004,20.2
12-08-2022,2.8312,66.8096,4280.1499,200.1105,19.53
15-08-2022,2.7878,67.1685,4297.1401,200.5454,19.95
16-08-2022,2.8041,66.9796,4305.2002,200.2999,19.69
17-08-2022,2.8968,66.2995,4274.04,199.5851,19.9
18-08-2022,2.8822,66.5073,4283.7402,199.7767,19.56
19-08-2022,2.9721,65.7422,4228.48,199.1398,20.6
22-08-2022,3.0146,64.8826,4137.9902,198.4596,23.8
23-08-2022,3.0461,65.1188,4128.73,198.4679,24.11
24-08-2022,3.1039,65.3171,4140.77,198.147,22.82
25-08-2022,3.0258,66.0917,4199.1201,198.7063,21.78
26-08-2022,3.0409,65.0621,4057.6599,198.3429,25.56
29-08-2022,3.1024,64.7598,4030.6101,197.9015,26.21
30-08-2022,3.1025,64.4198,3986.1599,197.7619,26.21
31-08-2022,3.1926,64.2498,3955,197.2804,25.87
01-09-2022,3.2533,63.7897,3966.8501,196.5978,25.56
02-09-2022,3.1894,63.4584,3924.26,197.2856,25.47
05-09-2022,3.1894,63.4584,3924.26,197.2856,25.99
06-09-2022,3.3492,63.0703,3908.1899,196.3353,26.91
07-09-2022,3.2635,63.8654,3979.8701,196.9788,24.64
08-09-2022,3.317,64.3481,4006.1799,196.715,23.61
09-09-2022,3.3097,65.0391,4067.3601,196.7442,22.79
12-09-2022,3.3578,65.5503,4110.4102,196.8341,23.87
13-09-2022,3.408,64.3103,3932.6899,195.859,27.27
14-09-2022,3.4043,64.4428,3946.01,195.7373,26.16
15-09-2022,3.4489,64.0831,3901.3501,195.3826,26.27
16-09-2022,3.4494,63.43,3873.3301,195.5302,26.3
19-09-2022,3.4905,63.43,3899.8899,195.2197,25.76
20-09-2022,3.563,62.8147,3855.9299,194.7835,27.16
21-09-2022,3.5299,62.2089,3789.9299,194.8292,27.99
22-09-2022,3.7138,61.3759,3757.99,193.5513,27.35
23-09-2022,3.6846,60.382,3693.23,192.9887,29.92
26-09-2022,3.9244,60.1264,3655.04,191.4826,32.26
27-09-2022,3.9451,60.1359,3647.29,190.7353,32.6
28-09-2022,3.7312,60.9121,3719.04,192.4523,30.18
29-09-2022,3.7856,60.2116,3640.47,191.6269,31.84
30-09-2022,3.8286,59.9182,3585.6201,191.4642,31.62
03-10-2022,3.6387,60.8026,3678.4299,192.675,30.1
04-10-2022,3.6329,62.3099,3790.9299,193.2863,29.07
05-10-2022,3.7528,62.2625,3783.28,192.5914,28.55
06-10-2022,3.8236,62.253,3744.52,192.1663,30.52
07-10-2022,3.8814,61.4757,3639.6599,191.4806,31.36
10-10-2022,3.8814,61.0017,3612.3899,191.4806,32.45
11-10-2022,3.947,60.4045,3588.8401,190.9824,33.63
12-10-2022,3.8962,60.1201,3577.03,190.9368,33.57
13-10-2022,3.9435,60.2623,3669.9099,190.1905,31.94
14-10-2022,4.0184,59.6271,3583.0701,189.8014,32.02
17-10-2022,4.0104,60.4424,3677.95,190.0812,31.37
18-10-2022,4.0066,61.0207,3719.98,190.3983,30.5
19-10-2022,4.1335,60.6983,3695.1599,189.3728,30.76
20-10-2022,4.2283,60.3476,3665.78,188.7968,29.98
21-10-2022,4.2167,60.7363,3752.75,189.4349,29.69
24-10-2022,4.2424,60.7363,3797.3401,189.6088,29.85
25-10-2022,4.1021,61.4378,3859.1101,190.4434,28.46
26-10-2022,4.0028,61.542,3830.6001,190.8407,27.28
27-10-2022,3.9187,61.4378,3807.3,191.5322,27.39
28-10-2022,4.0123,61.9212,3901.0601,191.1162,25.75
31-10-2022,4.0478,61.7032,3871.98,190.7678,25.88
01-11-2022,4.0419,62.0538,3856.1001,190.7669,25.81
02-11-2022,4.1005,60.9247,3759.6899,190.7281,25.86
03-11-2022,4.1469,60.6685,3719.8899,190.2228,25.3
04-11-2022,4.1584,60.9247,3770.55,190.5897,24.55
07-11-2022,4.2135,61.0386,3806.8,190.5808,24.35
08-11-2022,4.1234,61.2663,3828.1101,191.1534,25.54
09-11-2022,4.0923,60.4218,3748.5701,191.5012,26.09
10-11-2022,3.8125,62.3195,3956.3701,194.1506,23.53
11-11-2022,3.8125,62.8319,3992.9299,194.1506,22.52
14-11-2022,3.8536,62.4998,3957.25,194.2194,23.73
15-11-2022,3.7696,63.3348,3991.73,195.1031,24.54
16-11-2022,3.6899,62.8603,3958.79,195.5545,24.11
17-11-2022,3.7657,62.4334,3946.5601,194.9527,23.93
18-11-2022,3.8288,62.6042,3965.3401,194.7559,23.12
21-11-2022,3.8269,62.348,3949.9399,194.8045,22.36
22-11-2022,3.7559,62.6042,4003.5801,195.1699,21.29
23-11-2022,3.6927,62.8129,4027.26,195.6746,20.35
24-11-2022,3.6927,62.8129,4027.26,195.6746,20.42
25-11-2022,3.6776,62.8129,4026.1201,195.8168,20.5
28-11-2022,3.6812,62.3764,3963.9399,195.8293,22.21
29-11-2022,3.7441,62.3954,3957.6299,195.509,21.89
30-11-2022,3.6054,63.2304,4080.1101,196.5808,20.58
01-12-2022,3.5048,63.7421,4076.5701,197.5352,19.84
02-12-2022,3.4862,63.7326,4071.7,197.755,19.06
05-12-2022,3.5736,63.0953,3998.8401,196.7651,20.75
06-12-2022,3.5314,62.5531,3941.26,197.158,22.17
07-12-2022,3.4169,62.5245,3933.9199,197.9162,22.68
08-12-2022,3.4819,62.8574,3963.51,197.4755,22.29
09-12-2022,3.5783,62.5626,3934.3799,197.1755,22.83
12-12-2022,3.6113,62.9621,3990.5601,197.1203,25
13-12-2022,3.5012,63.3426,4019.6499,198.1586,22.55
14-12-2022,3.4774,63.2855,3995.3201,198.3675,21.14
15-12-2022,3.4463,62.2582,3895.75,198.37,22.83
16-12-2022,3.4822,62.106,3852.3601,198.3175,22.62
19-12-2022,3.5846,61.7394,3817.6599,197.7093,22.42
20-12-2022,3.6825,61.8255,3821.6201,197.1771,21.48
21-12-2022,3.662,62.1698,3878.4399,197.5141,20.07
22-12-2022,3.6786,61.7585,3822.3899,197.4445,21.97
23-12-2022,3.7472,61.7968,3844.8201,197.1941,20.87
26-12-2022,3.7472,61.7968,3844.8201,197.1941,20.87
27-12-2022,3.8411,61.4525,3829.25,196.6948,21.65
28-12-2022,3.8827,60.936,3783.22,196.6157,22.14
29-12-2022,3.8145,61.5481,3849.28,196.9471,21.44
30-12-2022,3.8748,61.5385,3839.5,196.7752,21.67
31-12-2022,3.8748,61.5385,3839.5,196.7752,21.67
02-01-2023,3.8748,61.5385,3839.5,196.7752,21.67
03-01-2023,3.7389,61.3186,3824.1399,196.9641,22.9
04-01-2023,3.6827,62.0072,3852.97,197.4589,22.01
05-01-2023,3.7181,61.7107,3808.1001,197.0868,22.46
06-01-2023,3.558,62.1602,3895.0801,198.5849,21.13
09-01-2023,3.5321,62.6098,3892.0901,199.0832,21.97
10-01-2023,3.6188,63.0689,3919.25,198.9324,20.58
11-01-2023,3.5392,63.375,3969.6101,199.5502,21.09
12-01-2023,3.44,63.8054,3983.1699,200.5056,18.83
13-01-2023,3.5035,64.1497,3999.0901,200.1536,18.35
16-01-2023,3.5035,64.1497,3999.0901,200.1536,19.49
17-01-2023,3.5476,64.3505,3990.97,200.3737,19.36
18-01-2023,3.3698,64.1592,3928.8601,201.4946,20.34
19-01-2023,3.3915,63.7767,3898.8501,201.2359,20.52
20-01-2023,3.4787,64.3697,3972.6101,200.8204,19.85
23-01-2023,3.5098,64.9244,4019.8101,200.6031,19.81
24-01-2023,3.4527,64.867,4016.95,200.9824,19.2
25-01-2023,3.4416,64.7523,4016.22,201.111,19.08
26-01-2023,3.4947,64.9435,4060.4299,200.9815,18.73
27-01-2023,3.5035,65.3453,4070.5601,200.9098,18.51
30-01-2023,3.5366,64.8766,4017.77,200.6119,19.94
31-01-2023,3.5069,65.24,4076.6001,201.2865,19.4
01-02-2023,3.4166,65.7413,4119.21,202.1733,17.87
02-02-2023,3.3927,66.5742,4179.7598,202.4534,18.73
